x,y,z,omg,phi,kpp,Roll,Pitch,Yaw,UNIXtime
-0.1275779902935028,0.02305745705962181,0.20833811163902283,-0.07998411357402802,0.00492454506456852,0.007588635664433241,-13.821281988300164,5.616167775591134,23.5765272962898,1631692465.331512
-0.12972435355186462,0.019993718713521957,0.21314042806625366,-0.05523687228560448,-0.005921836942434311,-0.04397287219762802,-14.10772142529932,5.394539831928972,24.163112575158706,1631692465.384865
-0.11303965002298355,0.02853430062532425,0.22360162436962128,-0.04074476286768913,-0.03924870491027832,-0.028513263911008835,-11.956832709929872,6.071877541912816,25.385400648075358,1631692465.409119
-0.10294944047927856,0.01701929233968258,0.23099197447299957,-0.015272365882992744,-0.05665649101138115,-0.05386456474661827,-11.065737640063162,4.616617180854781,26.412871472217017,1631692465.441239
-0.08879107981920242,0.010907246731221676,0.23452754318714142,0.020412730053067207,-0.05841052159667015,-0.06138444319367409,-9.619839738323078,3.5984774886923416,26.935955072366813,1631692465.473563
-0.0676344558596611,-0.01009870134294033,0.2369794100522995,0.09627598524093628,-0.05612638220191002,-0.12249644845724106,-7.809897807154689,0.7152156667720154,27.433432500116375,1631692465.5069592
-0.04949953407049179,-0.014936912804841995,0.2395508736371994,0.18195249140262604,-0.05281146243214607,-0.1293298751115799,-5.919894833202319,-0.3006634148595808,27.773484560262947,1631692465.54036
-0.039296455681324005,-0.016551367938518524,0.24313628673553467,0.2611715793609619,-0.05643437057733536,-0.12893648445606232,-4.830964556861614,-0.7431222969352881,28.200936274046505,1631692465.5784519
-0.030335035175085068,-0.013562903739511967,0.24635623395442963,0.3298432528972626,-0.07321159541606903,-0.12223200500011444,-3.752830108017559,-0.6490528351531845,28.561352116095737,1631692465.597579
-0.02610563300549984,-0.009053216315805912,0.24968914687633514,0.3748864531517029,-0.085991770029068,-0.10338014364242554,-3.1562143348664127,-0.2572133356959755,28.93660887439587,1631692465.634281
-0.021171845495700836,-0.009747813455760479,0.2534087896347046,0.4355437457561493,-0.10412642359733582,-0.12415163218975067,-2.630315834110201,-0.4654495111455843,29.377480901519416,1631692465.666086
-0.0188456941395998,-0.012319131754338741,0.25661152601242065,0.49364805221557617,-0.13213485479354858,-0.16621486842632294,-2.449919107217774,-0.809887617180845,29.763226298312134,1631692465.699191
-0.01866069622337818,-0.017013337463140488,0.25819119811058044,0.5512616634368896,-0.14864279329776764,-0.21334517002105713,-2.5700694120238197,-1.3308527694440642,29.965146728658354,1631692465.731785
-0.021954741328954697,-0.022005734965205193,0.2600955665111542,0.5885421633720398,-0.1536453813314438,-0.2738135755062103,-3.086838005897086,-1.7795511577899388,30.214341795189387,1631692465.765729
-0.021954741328954697,-0.022005734965205193,0.2600955665111542,0.5885421633720398,-0.1536453813314438,-0.2738135755062103,-3.086838005897086,-1.7795511577899388,30.214341795189387,1631692465.79456
-0.029225919395685196,-0.023172790184617043,0.2612029016017914,0.5879945755004883,-0.1417420208454132,-0.30375218391418457,-3.928742366724646,-1.686770593867065,30.36234679607171,1631692465.82749
-0.035811975598335266,-0.023994384333491325,0.2614940106868744,0.5696134567260742,-0.11759927868843079,-0.3281225562095642,-4.682986990058318,-1.578329005199585,30.41088594973745,1631692465.860147
-0.040941815823316574,-0.022922387346625328,0.26354244351387024,0.5582515001296997,-0.09192651510238647,-0.36170825362205505,-5.22117536957903,-1.2945307921470335,30.654272198973914,1631692465.89285
-0.04385421425104141,-0.02078617550432682,0.26624739170074463,0.5610215067863464,-0.08194539695978165,-0.39646023511886597,-5.481085002175775,-0.9550976373251633,30.965231783697405,1631692465.925487
-0.046724192798137665,-0.017574766650795937,0.26873794198036194,0.5474481582641602,-0.06561021506786346,-0.4046073853969574,-5.701139119754952,-0.49835771167656223,31.243088677953725,1631692465.9582999
-0.048536092042922974,-0.012013496831059456,0.27347978949546814,0.543319582939148,-0.05669765919446945,-0.4211185574531555,-5.728622881235625,0.19867325868995522,31.773744578564287,1631692465.991112
-0.05072571709752083,-0.0059169079177081585,0.2789249122142792,0.5286815762519836,-0.04975723475217819,-0.45216095447540283,-5.7738634958039325,0.9711668170556278,32.38661471662668,1631692466.0230908
-0.05340626835823059,-0.0006300582899712026,0.28340616822242737,0.5111659169197083,-0.0460091233253479,-0.4851054847240448,-5.893214220257568,1.6655223734133604,32.88987139257459,1631692466.0550568
-0.055349286645650864,0.0037914025597274303,0.2910689115524292,0.5439462065696716,-0.052971649914979935,-0.5269697904586792,-5.946565506304244,2.261661565788452,33.78021711495641,1631692466.087688
-0.05688198283314705,0.0032320867758244276,0.29551663994789124,0.5473477840423584,-0.04068801552057266,-0.5409647226333618,-6.1230293015836885,2.2800353039165544,34.31275333409398,1631692466.120181
-0.05879805609583855,0.0041082678362727165,0.2942236065864563,0.5296857953071594,-0.03297347202897072,-0.5015353560447693,-6.307155357161725,2.4322171362779517,34.14939017386202,1631692466.1483982
-0.06032625958323479,0.005833104718476534,0.2982575595378876,0.516695499420166,-0.02383248135447502,-0.4649527966976166,-6.405997385365206,2.6995314544624045,34.62081168616432,1631692466.18139
-0.06117630749940872,0.006269986275583506,0.30746808648109436,0.5211583971977234,-0.028469715267419815,-0.46122804284095764,-6.457410813690927,2.838854948731501,35.723467184435776,1631692466.214554
-0.060718100517988205,0.00524558499455452,0.3119930922985077,0.5342211723327637,-0.035382695496082306,-0.4714461863040924,-6.430160979879389,2.7417454717359186,36.27481170369852,1631692466.247404
-0.06015804409980774,0.0021019945852458477,0.31522586941719055,0.5093627572059631,-0.048402685672044754,-0.4745529294013977,-6.472474867560459,2.4018759010747632,36.68222417525985,1631692466.280021
-0.05887099355459213,-0.0028753280639648438,0.31732654571533203,0.4786452353000641,-0.05474631488323212,-0.4839763343334198,-6.506927901665017,1.8291782589629408,36.96544218519154,1631692466.312459
-0.056777361780405045,-0.007713664323091507,0.31723371148109436,0.4628430902957916,-0.0752626582980156,-0.4769977331161499,-6.4544011364840435,1.227349336473454,36.98530801187237,1631692466.345262
-0.0547478012740612,-0.011582246981561184,0.31558647751808167,0.42644476890563965,-0.07768294960260391,-0.4710260331630707,-6.3751798272115465,0.722683501141416,36.812013671964216,1631692466.377773
-0.05395488068461418,-0.01327831856906414,0.31395527720451355,0.38798341155052185,-0.07862640917301178,-0.48188918828964233,-6.351044806364612,0.4989482839599218,36.626466221383005,1631692466.410368
-0.05473870784044266,-0.015057863667607307,0.3114003539085388,0.35315588116645813,-0.08393529802560806,-0.4908531904220581,-6.501430084086012,0.31650828997883756,36.32997239653919,1631692466.442657
-0.055811088532209396,-0.015486171469092369,0.3053398132324219,0.33249369263648987,-0.09234847128391266,-0.5001274347305298,-6.635523570910116,0.2660878043648384,35.60358673972487,1631692466.475262
-0.05639547109603882,-0.0161212757229805,0.29795509576797485,0.34204742312431335,-0.1091051772236824,-0.5045925974845886,-6.723139963569673,0.16539598756177754,34.72162046605536,1631692466.508354
-0.05681978911161423,-0.016835752874612808,0.2927516996860504,0.3593416213989258,-0.11489833891391754,-0.49619463086128235,-6.7945449078291995,0.0649600380122562,34.1034529443482,1631692466.541076
-0.056228261440992355,-0.016736162826418877,0.2857748866081238,0.37651321291923523,-0.12488280981779099,-0.49786290526390076,-6.726503695124071,0.0069323734658440885,33.26890129983244,1631692466.574023
-0.05429914593696594,-0.014796003699302673,0.2800726294517517,0.3856194019317627,-0.1285327672958374,-0.5158491730690002,-6.451429173651884,0.1178327758643085,32.57551263332401,1631692466.607015
-0.052459314465522766,-0.01172446645796299,0.27410805225372314,0.3782196640968323,-0.1338777393102646,-0.5362469553947449,-6.152320435918224,0.35772746830162794,31.84580077898933,1631692466.639699
-0.05205239728093147,-0.008714291267096996,0.2670418620109558,0.3668050467967987,-0.1312391310930252,-0.5502079129219055,-6.017613685565667,0.6319784489824286,30.987730149515105,1631692466.671762
-0.05153118446469307,-0.003596462309360504,0.25881242752075195,0.35682669281959534,-0.12306644022464752,-0.5664724707603455,-5.813440437240408,1.1308583277739805,29.982841885072244,1631692466.704444
-0.050075821578502655,-0.0024428903125226498,0.25176072120666504,0.3586740493774414,-0.1053430587053299,-0.6012783646583557,-5.626672817237864,1.1741982675998144,29.143285396429825,1631692466.7370722
-0.04869544506072998,-0.003843022743239999,0.24017691612243652,0.3426739573478699,-0.059929367154836655,-0.5837382674217224,-5.524918493883089,0.9133006021281845,27.783782530431235,1631692466.768569
-0.046772923320531845,-0.0063110338523983955,0.22051061689853668,0.31402140855789185,-0.011586649343371391,-0.5484517216682434,-5.389326724741075,0.47733112978480824,25.484488276516636,1631692466.80124
-0.04485412314534187,-0.006246711127460003,0.20589818060398102,0.3030034303665161,0.020662875846028328,-0.5128239393234253,-5.178921013852556,0.3585669435438088,23.772712626611114,1631692466.834176
-0.04286665469408035,-0.00332633382640779,0.19686955213546753,0.29391947388648987,0.0060876114293932915,-0.5014286637306213,-4.8926382547325185,0.5937140931125193,22.703850155742455,1631692466.8661618
-0.039403632283210754,0.000876000733114779,0.18824608623981476,0.2893351912498474,0.0013028993271291256,-0.5014280676841736,-4.417107967167152,0.9485435620542693,21.681388172121743,1631692466.898273
-0.039403632283210754,0.000876000733114779,0.18824608623981476,0.2893351912498474,0.0013028993271291256,-0.5014280676841736,-4.417107967167152,0.9485435620542693,21.681388172121743,1631692466.9305909
-0.035867977887392044,0.00546230049803853,0.17870604991912842,0.24927391111850739,0.0013790072407573462,-0.5142744183540344,-3.933575851673919,1.3500754769891545,20.556146941699744,1631692466.960905
-0.03708156943321228,0.005379167385399342,0.16421638429164886,0.1955690234899521,-0.003646306926384568,-0.513694167137146,-4.091837919413368,1.3055071849416906,18.870197713537905,1631692466.992636
-0.041270799934864044,0.0028863190673291683,0.14587704837322235,0.1591593474149704,0.0012778553646057844,-0.4672985374927521,-4.632126183969333,1.0168710456137884,16.74949064962626,1631692467.0251641
-0.043294019997119904,0.001284549362026155,0.13065612316131592,0.15702171623706818,-0.03105301968753338,-0.4296375811100006,-4.9011175661217266,0.7940246902063233,14.995220770861302,1631692467.0580218
-0.044090911746025085,-0.0012615708401426673,0.1211278960108757,0.1556834578514099,-0.05974845588207245,-0.4479755759239197,-5.034445250707446,0.46863823163184304,13.90742161318007,1631692467.090945
-0.04267409071326256,-0.00265564676374197,0.10971388965845108,0.15691663324832916,-0.07971189171075821,-0.4652107059955597,-4.895453313164303,0.23431385226301546,12.599206118118214,1631692467.123894
-0.04061577469110489,-0.003102079266682267,0.10014409571886063,0.14326098561286926,-0.07532395422458649,-0.4741741418838501,-4.667714067768006,0.11270460143620724,11.499922912018594,1631692467.156651
-0.03981522470712662,-0.0026036659255623817,0.09166602045297623,0.12746509909629822,-0.0781460702419281,-0.4704679846763611,-4.571840301670961,0.12136185664438699,10.522480246920654,1631692467.189596
-0.04136508330702782,-0.0025041834451258183,0.07901919633150101,0.10907258838415146,-0.08779580146074295,-0.4681866466999054,-4.749300482398648,0.08874437278622137,9.0685120429615,1631692467.223278
-0.04481435939669609,-0.004380547907203436,0.06619181483983994,0.07985354959964752,-0.10641946643590927,-0.4916912019252777,-5.159080018098286,-0.16044496481190657,7.605518955262005,1631692467.25618
-0.04727426543831825,-0.005172464996576309,0.0554891899228096,0.065494604408741,-0.12145064771175385,-0.5182527303695679,-5.44389309179114,-0.2905394149984681,6.382886855702333,1631692467.289849
-0.04827754572033882,-0.0059097264893352985,0.045373085886240005,0.05920680984854698,-0.1260528713464737,-0.5661396384239197,-5.5595466771667,-0.4246959651648763,5.2279463273903515,1631692467.322942
-0.04814239591360092,-0.006156944204121828,0.037376970052719116,0.050604842603206635,-0.1237136721611023,-0.6197898983955383,-5.541566809827984,-0.49801706842682225,4.313242952777992,1631692467.356019
-0.04853880777955055,-0.006115661468356848,0.03171330690383911,0.0371132493019104,-0.10557140409946442,-0.6511585116386414,-5.583968846849612,-0.523224611434363,3.6645623220078907,1631692467.3883011
-0.047207120805978775,-0.0051825144328176975,0.025515323504805565,0.030167555436491966,-0.06864781677722931,-0.6687061786651611,-5.425096943106812,-0.4549874597923763,2.949018456004302,1631692467.420757
-0.046029672026634216,-0.005477538798004389,0.02008950710296631,0.003068608231842518,-0.028907058760523796,-0.7068472504615784,-5.2882088911190435,-0.5209210435683584,2.328777322191827,1631692467.453521
-0.04629755765199661,-0.00850922055542469,0.011048031970858574,-0.011009648442268372,-0.004516850225627422,-0.7234406471252441,-5.318187516884338,-0.9153700813236637,1.3099557080202153,1631692467.486156
-0.046359896659851074,-0.012630735523998737,-0.0027660150080919266,-0.011453640647232533,0.02729078382253647,-0.7050306797027588,-5.311621091639542,-1.460550821481878,-0.24957633800710208,1631692467.519082
-0.045425232499837875,-0.012980395928025246,-0.015601151622831821,-0.012129344046115875,0.06323470920324326,-0.6594935655593872,-5.184704923072253,-1.5670065177771135,-1.7188792682464566,1631692467.5524921
-0.043626297265291214,-0.009330667555332184,-0.02118007093667984,0.004682721104472876,0.05802125111222267,-0.6173450350761414,-4.977762073857822,-1.1738767683279707,-2.3786321186192114,1631692467.5851798
-0.040468208491802216,-0.004466746002435684,-0.023417331278324127,0.0159600917249918,0.01981496252119541,-0.6053151488304138,-4.6255038654260785,-0.6198921871631506,-2.6608651479426064,1631692467.618156
-0.03719201311469078,-0.0017423713579773903,-0.03319733962416649,0.006684166379272938,0.02298833429813385,-0.6016948223114014,-4.25393888294698,-0.3408979382501135,-3.794813937324884,1631692467.650696
-0.03628527745604515,-0.0018947669304907322,-0.04583098739385605,-0.008279581554234028,0.028237223625183105,-0.5480283498764038,-4.144636021142719,-0.4073206846781161,-5.242419555696324,1631692467.683842
-0.03716432675719261,-0.0018848038744181395,-0.05984156206250191,-0.008743826299905777,0.03465043008327484,-0.49329665303230286,-4.239215614513038,-0.4702993237541152,-6.8487918958360225,1631692467.715939
-0.03821994736790657,-0.002048092195764184,-0.06925854831933975,0.003734773024916649,-0.005753049626946449,-0.48554670810699463,-4.3540760395703035,-0.5372965100933363,-7.928212200866595,1631692467.7484212
-0.03741016983985901,-0.0021666567772626877,-0.07686766982078552,0.011150392703711987,-0.04812797158956528,-0.49091044068336487,-4.256230414448039,-0.5769040645883203,-8.80185498486054,1631692467.780558
-0.032785072922706604,-0.0031323316507041454,-0.08231136947870255,-0.003394436789676547,-0.09196256101131439,-0.5105369091033936,-3.7154089856078714,-0.6667754357699216,-9.426381190308474,1631692467.8133261
-0.029006706550717354,-0.0068303304724395275,-0.09171238541603088,-0.035477180033922195,-0.10357917845249176,-0.5507935285568237,-3.2389534402219944,-1.0839601896421611,-10.498294969918717,1631692467.8462331
-0.028820013627409935,-0.008264174684882164,-0.10199325531721115,-0.047938838601112366,-0.09410637617111206,-0.5532009601593018,-3.1896681871891057,-1.2785801691269272,-11.677608152880325,1631692467.878623
-0.02833079732954502,-0.00876567605882883,-0.11303724348545074,-0.027883708477020264,-0.08048733323812485,-0.5433039665222168,-3.113096935896894,-1.3646910062661395,-12.949509437601977,1631692467.910846
-0.026553025469183922,-0.008227534592151642,-0.12209906429052353,-0.0044096484780311584,-0.06664623320102692,-0.5348817110061646,-2.905686846455616,-1.307015419468393,-13.998820857221775,1631692467.94274
-0.025735221803188324,-0.0069721173495054245,-0.12936615943908691,0.009902491234242916,-0.0637282207608223,-0.5449391007423401,-2.821576129303633,-1.1735336421409357,-14.84234756752809,1631692467.975189
-0.025074422359466553,-0.006425713654607534,-0.13768713176250458,0.015828358009457588,-0.04829331487417221,-0.5375460982322693,-2.7451743228045875,-1.1247615154523427,-15.80645279648546,1631692468.008233
-0.02167874202132225,-0.00538431154564023,-0.14534704387187958,-0.009803930297493935,-0.034649886190891266,-0.54925137758255,-2.368530069948413,-0.9714068170610632,-16.698871473021544,1631692468.040593
-0.017216457054018974,-0.004104339051991701,-0.15262271463871002,-0.04033835232257843,-0.036823783069849014,-0.5822536945343018,-1.8781570330312083,-0.7658642017059506,-17.54811225730276,1631692468.073283
-0.012048255652189255,-0.004217229317873716,-0.16084954142570496,-0.07592300325632095,-0.04084877297282219,-0.6418886184692383,-1.2850085470190287,-0.6990172345361142,-18.506102618690782,1631692468.105713
-0.008188275620341301,-0.0070636700838804245,-0.17249615490436554,-0.09855978190898895,-0.006249202415347099,-0.6535302400588989,-0.7846961895471752,-0.9591548641025363,-19.860568934900247,1631692468.138334
-0.004025495145469904,-0.010241893120110035,-0.189327210187912,-0.1026710644364357,0.05840893089771271,-0.6130551695823669,-0.2307701919103267,-1.2397669321107043,-21.825887724533413,1631692468.168854
